Series Name,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
Total greenhouse gas emissions (kt of CO2 equivalent),..,..,..,..,..,..,..,..,1027063.855,1033481.982,764137.6753,749863.654,908926,892066.85,894922.55,849798.74,1040136.77,951373.04,908686.15,718534.46,760643,821594.26,1129087.11,690068.75,698763.38,836025.63,807222.82,655593.66,618673.62,626149.44,608685,794055.04,623176.96,571107.67,565869.57,576740.45,569374.51,573187.34,576432.38,699416.91,711937.51,656571.07,550135.81,574647.58,580939.23,529890.87,538398.95,520459.86,497317.478,512428.63,494973.635,..,..,..,..,..,..,..,..,..,..
